track_id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
4SrGX1rwNtpiTx5BLQpggt,Called Crazy,Called Crazy,Kassi Ashton,2024-03-01,199728,65,0.515,0.258,0.844,0.0,0.0918,-3.062,0.0447,145.864,4
7fveJ3pk1eSfxBdVkzdXZ0,Cowgirls (feat. ERNEST),One Thing At A Time,Morgan Wallen,2023-03-03,181621,86,0.621,0.216,0.779,8.62e-06,0.165,-3.777,0.0361,172.037,4
6GG4yyk3UATdBfTHVgI8PB,Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,2024-05-16,210950,84,0.487,0.00877,0.658,0.00777,0.1,-9.973,0.0296,142.18,4
6w7OpHp3Y3ByHzmfQXYCRN,Hang Tight Honey,Hang Tight Honey,Lainey Wilson,2024-05-13,189786,69,0.494,0.0266,0.956,3.58e-05,0.665,-4.67,0.0729,171.977,4
2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,2024-04-12,171291,92,0.722,0.0633,0.709,0.0,0.0804,-4.95,0.0273,81.012,4
6tWGe6nvXFWT0KhGCXM89q,Devil You Know,Devil You Know,Tyler Braden,2024-02-02,192693,79,0.52,0.00801,0.8,0.0,0.303,-4.256,0.041,93.155,4
2g6WCOlZS7mePH81Bxxa9s,Make It Look Easy,Make It Look Easy,Avery Anna,2024-03-08,153520,67,0.369,0.159,0.688,0.0,0.353,-4.171,0.0358,170.147,4
6VpH2prT3NGiK5pnpG2L3J,Bulletproof,Bulletproof,Nate Smith,2024-02-09,183919,72,0.444,0.0361,0.727,0.0,0.114,-5.177,0.0394,79.912,4
2JyM1u6xSHBJVpbeFrC4B5,Coming Home,Coming Home,Old Dominion,2024-06-28,170240,68,0.593,0.0139,0.903,0.0,0.104,-4.803,0.0477,116.093,4
2ObBVRY8a2lnAkNG62u9eC,Beautiful As You,Beautiful As You,Thomas Rhett,2024-05-10,163894,74,0.722,0.153,0.725,0.0,0.393,-4.41,0.037,128.007,4
727x6SZXGF0LfU2vi3rjaH,Darlin',We All Grow Up,Chase Matthew,2024-02-16,165000,74,0.798,0.181,0.606,0.0,0.391,-6.28,0.0338,120.063,4
0ggDc6CDfUzXHiIvO3WeFw,your place,shot in the dark,Ashley Cooke,2023-07-21,182086,69,0.453,0.132,0.632,0.0,0.329,-4.083,0.0294,77.035,4
1KtQmheytoTI6kOM8yCowf,This Heart,This Heart,Corey Kent,2024-01-26,186973,69,0.406,0.0889,0.843,0.0,0.158,-5.124,0.0526,150.054,4
119cU5gffLzRlsEGSshPNQ,Park,Strong,Tyler Hubbard,2024-04-12,164264,66,0.602,0.00216,0.89,0.0,0.18,-4.114,0.0409,104.012,4
4k0pqjIpfO7WV3eFUTgL9m,Heartbreaker,Heartbreaker,Warren Zeiders,2024-02-02,222466,74,0.489,0.0143,0.608,0.0,0.193,-5.329,0.0274,148.117,3
2h9qRt8R214yJEBfoPAv3B,Strangers,Strangers,Kameron Marlowe,2024-01-26,211991,68,0.538,0.011,0.672,0.0,0.224,-4.061,0.0339,123.925,3
6hCei3LDTNFZ5y0o30WjjN,Hell is a Dance Floor,Hell is a Dance Floor,Vincent Mason,2024-02-23,210000,68,0.666,0.765,0.358,0.0,0.0748,-7.407,0.033,129.893,4
1osfLqL6L2iQsirRf83ded,Worst Way,Way Out Here,Riley Green,2024-04-12,220558,74,0.366,0.0899,0.492,0.000994,0.132,-7.9,0.0324,197.768,3
1t2MQpMDtJT5VL2tAPHrGN,Cowboys Cry Too (with Noah Kahan),Cowboys Cry Too (with Noah Kahan),Kelsea Ballerini,2024-06-28,230600,77,0.442,0.602,0.603,0.0,0.161,-5.719,0.0304,86.494,4
7Fzl7QaTu47WyP9R5S5mh5,Lies Lies Lies,Lies Lies Lies,Morgan Wallen,2024-07-05,198068,87,0.486,0.239,0.702,7.54e-05,0.0912,-5.758,0.0298,81.053,4
1kMWJ16W3Yk3hyNmaM7jfQ,Holy Smokes,Holy Smokes,Bailey Zimmerman,2024-02-23,195157,77,0.462,0.509,0.569,0.0,0.12,-7.908,0.0321,95.117,4
7iQMm50NNwlUIRWhONZR2k,Wind Up Missin’ You,Wind Up Missin’ You,Tucker Wetmore,2024-03-29,166040,83,0.572,0.512,0.722,1.12e-06,0.124,-5.818,0.0363,171.857,4
36wAwEkSDpNQ4oQeRLYC3L,Am I Okay?,Am I Okay?,Megan Moroney,2024-07-12,235002,74,0.593,0.02,0.734,0.0,0.138,-5.416,0.0514,125.937,4
73KAidtqbDftZjy8AD0H04,High Road (feat. Jessie Murph),High Road (feat. Jessie Murph),Koe Wetzel,2024-06-07,179413,81,0.614,0.0839,0.743,0.0,0.107,-5.046,0.0313,138.077,4
1YhTK4LOmqLusIf4tPwtW5,A Cigarette,Actin’ Up Again,Gavin Adcock,2024-08-02,179900,40,0.612,0.859,0.148,1.84e-06,0.129,-11.947,0.0284,135.935,4
5crxqqibcvoOQQgg4HjAFQ,Guy For That (Feat. Luke Combs),Guy For That,Post Malone,2024-07-26,164011,83,0.608,0.00545,0.914,0.0,0.137,-4.116,0.0721,120.01,4
2fKAG7MnnFDrQERDAzSztc,Single Again,Single Again,Josh Ross,2024-01-12,179050,71,0.537,0.0299,0.873,0.0,0.0768,-4.516,0.0521,130.007,4
0mVYqxsm3ReFqAuxG9Orrk,Whiskey Blues,Whiskey Blues,Tanner Adell,2024-04-12,133016,66,0.608,0.0952,0.606,0.0,0.236,-3.423,0.0514,139.69,4
61SRKyox0R9jCzci4JXKBS,What He'll Never Have,Livin' My Best Life (Still),Dylan Scott,2024-03-29,153906,79,0.489,0.0124,0.755,0.0,0.28,-4.471,0.045,113.05,4
2b98AhAxuK5i4YUHaQ7eQR,"Love You, Miss You, Mean It","Love You, Miss You, Mean It",Luke Bryan,2024-04-05,201806,69,0.45,0.0185,0.812,2.74e-06,0.0858,-4.338,0.0419,151.872,4
75SAnNqcLsh5rg17isiPM8,Arkansas Diamond,Arkansas Diamond,Waylon Wyatt,2023-12-22,183477,71,0.575,0.856,0.286,0.0,0.179,-6.768,0.0322,141.574,4
4boa7Bv0VijpxoP1SHjjUb,Wanna Be Loved,Wanna Be Loved,The Red Clay Strays,2024-05-22,217307,75,0.621,0.603,0.469,3.29e-05,0.128,-6.015,0.0296,73.16,4
5Ix11gWVeOnU2EKeP35AOO,Wranglers,Wranglers,Miranda Lambert,2024-05-03,178196,67,0.384,0.00953,0.854,5.23e-06,0.159,-4.727,0.052,150.73,4
76ODTQOl0JZQbhfxs6nRV9,I Am Not Okay,I Am Not Okay,Jelly Roll,2024-06-12,197133,78,0.512,0.0602,0.672,0.0,0.158,-5.298,0.03,76.821,4
4Znwf3U6xJsQrj0UveLpOx,MESSED UP AS ME,MESSED UP AS ME,Keith Urban,2024-03-01,196400,68,0.625,0.181,0.637,8.32e-06,0.358,-6.301,0.0301,105.03,4
6ouFl8UDdMc9zuzmzvmh7v,I Tried A Ring On,I Tried A Ring On,Tigirlily Gold,2024-01-05,211541,67,0.634,0.486,0.585,0.0,0.0926,-5.93,0.0276,111.012,4
7dyjQ4rUIHw3OI8Nl3kdJk,Bigger Houses,Bigger Houses,Dan + Shay,2023-09-15,197066,69,0.631,0.546,0.513,0.0,0.125,-6.426,0.025,139.862,4
2uqYupMHANxnwgeiXTZXzd,Austin (Boots Stop Workin'),What Happens Now?,Dasha,2024-02-16,171782,91,0.756,0.464,0.672,3.37e-06,0.108,-6.743,0.0522,114.935,4
3Sg0jiuv2ckmxTBX4tLJQq,Just Like Johnny,Old No. 7,Redferrin,2024-02-16,199392,73,0.589,0.0268,0.625,1.51e-05,0.124,-5.302,0.0405,125.997,4
7FKAVg9SA7QYLxdVRLnKjd,Chevrolet (feat. Jelly Roll),Killed The Cowboy,Dustin Lynch,2023-09-29,184173,73,0.558,0.0697,0.731,0.0,0.233,-3.801,0.043,78.194,4
3DnsQ5O4uJw3MlYgvBJSCq,Maxed Out,Maxed Out,Bayker Blankenship,2024-04-19,172607,75,0.685,0.359,0.374,8.43e-06,0.106,-10.778,0.036,145.915,4
4ZJ4vzLQekI0WntDbanNC7,Pink Skies,Pink Skies,Zach Bryan,2024-05-24,194920,88,0.525,0.191,0.488,5.14e-05,0.135,-6.909,0.038,84.999,4
7d97WagcXzbZBibBk5NmcY,SIX FEET UNDER (Caleigh’s Song),Quit!!,HARDY,2024-07-12,191437,60,0.36,0.146,0.553,0.0,0.322,-4.08,0.0295,127.83,3
0SFvSc2qggsVQqnfYzeCv4,por la pequeña Venecia,venequia.,Danny Ocean,2024-07-18,182479,67,0.822,0.235,0.788,0.000996,0.205,-4.566,0.0489,129.996,4
1fTjqf10accJCDYstPwwZ6,Ohnana,Ohnana,Kapo,2024-06-06,156577,86,0.775,0.617,0.581,8.33e-06,0.0957,-3.621,0.108,104.977,4
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,Si Antes Te Hubiera Conocido,KAROL G,2024-06-21,195824,95,0.924,0.446,0.668,0.000594,0.0678,-6.795,0.0469,128.027,4
63pLfjK6FvcYJYMGwtHjd6,SORRY 4 THAT MUCH,SORRY 4 THAT MUCH,Feid,2024-06-07,207746,88,0.819,0.0318,0.675,0.0,0.289,-4.281,0.0727,92.99,4
5bi0gh89wRuH2OgjdAKFsb,Santa,Santa,Rvssian,2024-04-04,193038,87,0.725,0.321,0.709,0.000189,0.114,-5.017,0.129,99.993,4
5Uptvz6j1sjDKxidAcnH2L,SI NO ES CONTIGO,SI NO ES CONTIGO,Cris Mj,2024-05-23,156000,89,0.763,0.0859,0.626,0.225,0.205,-5.637,0.0433,100.02,4
5AH31dDNgxCMGDdxubNNn4,NEL,PERO NO TE ENAMORES,Fuerza Regida,2024-07-25,149073,76,0.69,0.523,0.482,0.0004,0.0728,-6.335,0.2,100.029,4
6SJ01hvFkBLTUnkLyZ72G5,Tengo Un Plan - Remix,Tengo Un Plan (Remix),Key-Key,2024-06-13,215448,78,0.569,0.221,0.829,1.13e-06,0.102,-4.086,0.142,102.004,4
33Nj9AdncSmHbCN3QeSZTL,Volver Al Futuro,Volver Al Futuro,Oscar Maydon,2024-05-30,204102,86,0.753,0.128,0.662,0.0,0.105,-6.702,0.0361,116.916,3
4ENmnZWhNTEiJpT25y7F1h,LA PATRULLA,LA PATRULLA,Peso Pluma,2024-06-19,130614,76,0.726,0.561,0.804,0.000173,0.187,-6.736,0.0716,132.742,3
4yyCGGdTVaYG17vhsrUPoL,APAGA EL CEL,APAGA EL CEL,FloyyMenor,2024-05-17,184806,87,0.696,0.273,0.496,0.000397,0.0626,-7.532,0.0365,100.025,4
2btNsI4OvcVl7SAHQQDHFB,Mirame,Mirame,Blessd,2024-04-17,157453,88,0.717,0.141,0.656,2.96e-05,0.0661,-4.449,0.0797,175.956,4
3TlghSCu53YEUigL9RuqnU,Déjame Entrar,Déjame Entrar,Rauw Alejandro,2024-07-18,254705,78,0.674,0.342,0.7,3.57e-05,0.0994,-5.809,0.0473,102.031,4
4JtKlgBLKHtRTqixKHrrw8,ÁNGEL,ÁNGEL,Grupo Frontera,2024-07-25,184095,73,0.826,0.292,0.596,0.0,0.166,-5.262,0.0357,127.922,4
6KOnLTb1xLfKDAjMC43I76,Giza,Giza,Natanael Cano,2024-07-10,177580,83,0.698,0.0942,0.891,0.0,0.133,-5.003,0.0341,124.054,3
5PCGEfALcpGtURIuTqvX0R,PELIGROSA,PELIGROSA,FloyyMenor,2024-07-12,134930,79,0.776,0.319,0.442,1.31e-05,0.0723,-8.99,0.0575,100.021,4
5jFA0f4ZDGLbQP4nxzL8D4,HAY LUPITA,HAY LUPITA,Lomiiel,2024-03-28,105836,84,0.845,0.00204,0.583,0.000459,0.11,-3.455,0.287,145.078,4
5OwAhFlvFZ4ZdGDfroYgAm,Cuando Te Vi | CROSSOVER #5,Cuando Te Vi | CROSSOVER #5,Big One,2024-06-27,218400,82,0.83,0.131,0.741,0.0,0.109,-4.267,0.0753,99.99,4
4kCGXKoHyfvpSF535X4Z4p,SERIO CON ESE Q,SERIO CON ESE Q,Omar Courtz,2024-07-25,247468,73,0.693,0.296,0.775,0.0,0.232,-4.244,0.0665,93.013,4
2AFC9ad4nGauS1cgm7FCqU,UN SIGLO SIN TI,UN SIGLO SIN TI,Luck Ra,2024-07-25,154800,72,0.635,0.141,0.908,0.0,0.112,-5.332,0.0909,74.992,4
4YnmQG1fnJR9LnTZtix70T,WYA REMIX RED,WYA REMIX RED,J Abdiel,2024-05-10,321741,83,0.733,0.364,0.527,0.0,0.0999,-5.985,0.0486,110.045,4
09igpKXUHJFwwJqqTuCvva,VALERIA (feat. Gordo),PERO NO TE ENAMORES,Fuerza Regida,2024-07-25,154229,69,0.79,0.152,0.75,0.0,0.273,-4.457,0.049,102.979,4
5pVJ3IlnpIorU44oXizzG5,Orion,Orion,Boza,2024-05-29,240964,84,0.857,0.322,0.705,0.00249,0.197,-4.775,0.183,105.011,4
1pymWRCuZfCd0zdiBJo0Hj,REAL GANGSTA LOVE,EL ÚLTIMO BAILE,Trueno,2024-05-23,145342,92,0.831,0.388,0.643,6.94e-05,0.374,-4.659,0.0568,97.013,4
0LZy30mVmxqUpdQmaXKXBd,ADIVINO,ADIVINO,Myke Towers,2024-04-25,278644,89,0.786,0.169,0.854,2.39e-05,0.106,-2.4,0.0741,117.994,4
0GfWTZZOc7co6oVqyQ556l,ESTE,ESTE,El Alfa,2024-07-04,162058,76,0.921,0.0425,0.682,0.0,0.175,-4.641,0.199,102.969,4
7s4emXHJwAuo5VvGBXmnBL,offline,att.,Young Miko,2024-04-05,201935,84,0.794,0.181,0.729,0.0,0.105,-5.424,0.111,92.967,4
1CmXpRe5Z7bKhX9N0mzAZM,Gaga,Gaga,J Balvin,2024-07-11,188304,73,0.678,0.123,0.662,2.17e-05,0.0968,-8.033,0.159,129.762,4
1C84d9abZVKWHT2YYpoean,Si No Quieres No,Si No Quieres No,Luis R Conriquez,2024-03-10,147011,88,0.786,0.445,0.786,2.12e-06,0.0947,-6.372,0.0512,100.123,1
22pksIE0wbdDfMXCb65Qt8,TOMMY & PAMELA,TOMMY & PAMELA,Peso Pluma,2024-06-19,209361,76,0.794,0.387,0.799,0.000537,0.164,-3.711,0.0525,93.962,4
0rNqDh9zWWJVTLS4VfceHP,Brickell,MANIFESTING 20-05,Feid,2024-04-10,180360,84,0.805,0.0704,0.89,0.0,0.121,-1.502,0.0634,93.037,4
1eMXh9WqMtnmeyZnig2NUA,Maquillaje - Remix,Maquillaje (feat. Yexel) [Remix],Renn,2024-05-30,286283,76,0.716,0.0537,0.723,0.00769,0.109,-4.202,0.0636,170.031,4
0hkoQgoqic1qQtxPOudmrx,Amor,Memorias <3,emmanuellcortess_,2023-07-28,202058,81,0.717,0.208,0.502,1.31e-05,0.12,-6.329,0.0479,180.01,4
5496lks6V3fh1mZAB6IAap,Alibi (with Pabllo Vittar & Yseult),Alibi (with Pabllo Vittar & Yseult),Sevdaliza,2024-06-28,161655,91,0.741,0.00526,0.754,8.21e-06,0.125,-5.412,0.0327,126.98,4
0tXFWZC3ZF44vgi0h2o4iI,Mirada,MIRADA,Ivan Cornejo,2024-07-19,167522,74,0.69,0.752,0.393,0.0023,0.109,-10.255,0.0367,95.008,4
0SoBfYjQHvL6cuWHtPUYnq,Hoy,Hoy,Valentino Merlo,2024-05-22,198495,81,0.451,0.24,0.711,0.0,0.154,-4.612,0.0426,176.161,4
21hsqOOUfdSjHi3SVz8oyv,No Ponga Excusas,No Ponga Excusas,Cris Mj,2024-06-20,164956,81,0.608,0.385,0.514,0.287,0.122,-7.857,0.188,99.698,4
16iLGYXMiLUhvqTEIu4pKB,3 PECADOS DESPUES…,166,Milo j,2024-07-11,118558,77,0.784,0.401,0.383,1.92e-05,0.0851,-9.166,0.111,110.889,3
1XV28AhakcpzWGBmU2j2Ld,LA NENA,LA NENA,Lyanno,2024-04-11,200040,74,0.768,0.124,0.825,6.47e-05,0.333,-3.618,0.252,169.996,4
5LhI8m7n8xlQmNe3b7Rwis,Madonna,Madonna,Natanael Cano,2024-03-08,187087,86,0.732,0.0449,0.873,0.000803,0.347,-5.965,0.0321,128.029,3
0QoaFLmBJyuVuzOIGy6iCS,LA RANGER (feat. Myke Towers),The Academy: Segunda Misión,The Academy: Segunda Misión,2024-03-28,229738,78,0.827,0.0529,0.677,0.0,0.402,-6.342,0.072,91.985,4
6QhJehkqhGzyjkffCipnnZ,Razones,Razones,Ozuna,2024-06-27,222727,70,0.658,0.511,0.654,1.66e-06,0.552,-4.344,0.0853,165.018,4
1llaUCfG1g5WzKt6JafYyk,Despídase bien,"Boca Chueca, Vol. 1",Carin Leon,2024-05-30,231375,81,0.689,0.623,0.577,0.00653,0.197,-5.029,0.0482,160.025,3
1xgWArLVFD1AKsLzftZYc2,Elvira,DISTORSIÓN,Oscar Maydon,2023-12-22,196832,82,0.76,0.0812,0.711,0.0,0.0921,-6.966,0.0646,128.134,3
7xJ1scIZpc33lZ7HpcrjCY,El Beneficio De La Duda,El Beneficio De La Duda,Grupo Firme,2024-05-28,245500,82,0.618,0.17,0.662,0.0,0.316,-6.081,0.151,150.118,3
4oowI6IgJp9oqUnJewTp6Y,LINDA,LINDA,Tito Double P,2024-05-23,224210,82,0.911,0.135,0.761,3.48e-05,0.163,-6.712,0.0507,124.983,4
758S4LdiMkRdauciXJI1v7,MINIMI,MINIMI,Bryan Martínez,2024-07-03,150000,78,0.83,0.317,0.785,0.0,0.0407,-5.895,0.0378,92.017,4
71bGl0FoaBGHNT0CGhVOs1,YCQVM,YCQVM,Nueva H,2024-06-12,183253,82,0.701,0.105,0.564,0.0,0.185,-6.965,0.0375,143.998,3
05eWLa61PMRibhFtIHsD0D,Pocos Años Mil Errores,Pocos Años Mil Errores,Kevin AMF,2024-05-28,198354,80,0.896,0.562,0.754,0.0,0.102,-7.972,0.0323,109.958,4
3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,Guess featuring Billie Eilish,Charli xcx,2024-08-01,143330,82,0.776,0.0146,0.667,0.3,0.0761,-6.622,0.0983,130.019,4
5zjS49hh8KF7mnbvgUtiJa,Heatstroke,Sincere,Khalid,2024-08-02,234600,63,0.692,0.00877,0.794,0.121,0.242,-6.669,0.0278,131.996,4
57L5EYzCfHS7Jd58rV33lW,HIGHJACK,HIGHJACK,A$AP Rocky,2024-08-02,190074,69,0.61,0.318,0.682,0.0,0.321,-4.877,0.123,142.966,4
4ZgNkauy7LD2e4Fl1k26lb,TU ROPA,PERMANENTE,Justin Quiles,2024-08-01,129557,54,0.871,0.296,0.577,0.0,0.171,-5.817,0.0499,112.942,4
5yxtr4bxgYePGbACS82nrq,GYAT,Y2K! (Bonus),Ice Spice,2024-08-02,114437,52,0.824,0.00271,0.552,0.744,0.097,-9.363,0.198,151.09,4
5NuUKKMA2qsltM1DnSJZLL,Arm's Length,Deeper Well: Deeper into the Well,Kacey Musgraves,2024-08-02,238493,61,0.681,0.763,0.409,2.8e-06,0.0823,-10.48,0.0283,129.982,4
2ZAEbGGj1yXJRCoVaEn16K,Dirty (feat. Teddy Swims),Dirty (feat. Teddy Swims),Jessie Murph,2024-08-02,173361,65,0.39,0.236,0.565,0.0,0.127,-5.575,0.0457,133.85,3
3rwIujhqyCP3v4mXI7eWN3,guidance,guidance,Jhené Aiko,2024-07-30,215198,59,0.489,0.717,0.479,3.39e-05,0.108,-8.235,0.06,98.942,4
3Ojk8AKbhBtEW0UrCCbAn7,high3r (feat. Lil Yachty & Lil Wayne),high3r (feat. Lil Yachty & Lil Wayne),Mike WiLL Made-It,2024-08-02,243902,61,0.696,0.212,0.562,0.0,0.174,-7.543,0.11,123.0,4
6Gv6oZhbWa1fBGcv5VwW8g,Liar,Liar,Jelly Roll,2024-08-02,204933,60,0.643,0.0456,0.782,0.0,0.0715,-5.212,0.031,114.02,4
4APakyNxphnhzMWutMzLWX,push me over,Intermission,Maren Morris,2024-08-02,216720,55,0.435,0.0135,0.477,0.0,0.178,-7.332,0.186,72.6,3
2Qe9pxPgnUBZMRDvonR0hK,still around,still around,Fousheé,2024-07-30,217871,49,0.651,0.27,0.814,0.00636,0.0834,-7.407,0.0538,151.929,4
6UTLdGOkbRPJzlU2nPvZlH,We Uh Shoot (feat. Lil Durk),We Uh Shoot (feat. Lil Durk),Polo G,2024-08-02,153842,63,0.687,0.171,0.786,0.0,0.177,-5.773,0.266,142.996,4
0fsgieABBLYkx6rk5N3JUD,NISSAN ALTIMA,NISSAN ALTIMA,Doechii,2024-08-02,128132,51,0.975,0.0954,0.71,3e-05,0.0845,-5.14,0.198,117.021,4
1H7izUQD8BKZgcUTIG0t6o,THE REASON (feat. John Newman),PULSE,Gryffin,2024-08-02,197322,56,0.62,0.00832,0.875,2.65e-05,0.554,-5.069,0.0534,129.991,4
3pB18ZRXnr8gfVpIRREoJh,Blackout Drunk,Blackout Drunk,Suki Waterhouse,2024-08-01,148021,55,0.635,0.123,0.85,0.0,0.125,-3.731,0.0759,135.04,4
1PEjhR1CCdINF8TyM5s8LX,That's How I'm Feeling,No Name,Jack White,2024-08-02,191746,54,0.578,0.249,0.9,0.115,0.11,-5.363,0.129,128.425,4
3XNThMhQwdrRvPax42wzKQ,There’s Your Trouble - Spotify Singles (Live from Spotify House),There’s Your Trouble - Spotify Singles,mgk,2024-07-24,191949,61,0.58,0.00453,0.769,5.96e-06,0.109,-7.655,0.0423,138.535,4
2Y55wplSMT3ltQQOPvMC75,Good Horses (feat. Miranda Lambert),Good Horses (feat. Miranda Lambert),Lainey Wilson,2024-08-02,237773,54,0.609,0.234,0.702,0.000248,0.1,-7.268,0.0286,149.996,4
7k0QYUgeKHmNuroFKUbQbw,On Up,On Up,Big Sean,2024-08-02,150763,55,0.521,0.167,0.7,0.0,0.115,-6.214,0.189,95.074,4
4l4gr5KjRl1msqINS47y20,6AM Thoughts (with Cash Cobain & Bay Swag),6AM Thoughts,NAV,2024-08-02,200933,65,0.827,0.118,0.426,0.0,0.0864,-9.056,0.297,152.963,4
6nqBOGRwYdwOOHTie3fx1K,Lately,Lately,RÜFÜS DU SOL,2024-08-02,249560,60,0.562,0.0291,0.898,0.282,0.4,-5.442,0.0277,125.998,4
31uxCMxqeSRV7VOW4jFqMK,Hey Girl,Sophcore,Moses Sumney,2024-08-02,215360,45,0.601,0.429,0.328,0.00142,0.32,-8.839,0.0647,150.121,4
2dLVXnwdnstcHIRTJMgqsx,Seed of a Seed,Seed of a Seed,Haley Heynderickx,2024-07-30,164000,50,0.55,0.72,0.281,0.0761,0.101,-11.215,0.057,136.678,4
4JL5loZbBLCyLsLPgjLmEb,Back At Your Door,Stampede,Orville Peck,2024-08-02,212168,46,0.449,0.652,0.425,0.0,0.0895,-8.728,0.0282,134.771,4
4xeFxp27NAtRoUrNcgVD9k,I Guess Time Just Makes Fools of Us All,I Guess Time Just Makes Fools of Us All,Father John Misty,2024-07-31,515500,48,0.638,0.00533,0.733,0.000869,0.274,-6.976,0.0419,105.005,4
3VpCLroRCtkDWIkPnMB3mj,To Be Loved,Beautifully Ordinary,Tones And I,2024-08-02,304812,53,0.436,0.345,0.435,0.0,0.133,-8.594,0.0512,109.759,4
5JHKt7k6aKdfRs2flAT4je,What’s This About (La La La La),What’s This About (La La La La),Kate Bollinger,2024-07-30,130621,42,0.688,0.174,0.678,0.0133,0.669,-9.999,0.0392,117.987,4
6FATUHeXuMpHg0u0UPnVD5,Erase You,Erase You,Mimi Webb,2024-08-02,149683,53,0.708,0.252,0.597,0.0,0.153,-6.527,0.0323,117.991,4
2A3eCsmsW5ztqItagBLCVP,4EVR,4EVR,ISOKNOCK,2024-08-01,195428,50,0.555,0.00589,0.924,0.000232,0.107,-3.13,0.0451,139.967,4
7vWU5bYJk7uHulIfbQrGZK,Big One (feat. Monaleo),Big One (feat. Monaleo),Kaliii,2024-08-02,156832,42,0.59,0.00821,0.745,0.0,0.176,-7.149,0.402,160.021,4
3tNa8xKl7HWeXHFYNnttvD,Check,Check,FLO,2024-08-02,165106,56,0.573,0.155,0.792,0.0,0.308,-5.441,0.0427,141.007,4
1vohIWnkOUnCv60Od198Ma,Mentos and Coke,Mentos and Coke,MICHELLE,2024-07-31,169950,42,0.572,0.731,0.803,0.168,0.0978,-5.995,0.0547,203.958,3
1zYuc5YFYlFfSSq6IslHVY,All You Children,All You Children,Jamie xx,2024-07-30,254142,58,0.759,0.00392,0.82,0.112,0.561,-7.553,0.0465,119.88,4
0sfpzvSPMTq14wpUyIQZvQ,misa,misa,Nsqk,2024-07-31,141428,55,0.744,0.203,0.698,0.0,0.0603,-4.274,0.031,112.023,3
0gmQyWfN1iSYnwLMOlMPLi,better be tough,hungover,Ella Langley,2024-08-02,186453,52,0.593,0.0413,0.914,0.0,0.36,-3.497,0.0458,147.954,4
5hmPSqHHEE6mHZofGHj6Pb,I Do (feat. Maddie & Tae),I Do (feat. Maddie & Tae),Andy Grammer,2024-08-02,195428,49,0.698,0.0049,0.768,0.0,0.405,-4.455,0.0444,129.95,4
0vtTKF9vZSaPY81sNHwpz4,Cranes in the Sky - Spotify Singles,Cranes in the Sky (Spotify Singles),Khamari,2024-08-02,268875,42,0.633,0.665,0.391,0.000907,0.107,-3.805,0.0295,97.02,4
4HzV6IvuKEuKdh5O60v52u,New Black History (feat. Vince Staples),I LAY DOWN MY LIFE FOR YOU,JPEGMAFIA,2024-08-01,136666,62,0.779,0.0662,0.822,0.0,0.122,-3.066,0.0603,122.946,4
308zMDLftUjMlZkODGUWvd,LOVE MAKE,LOVE MAKE,YG,2024-08-02,214228,49,0.76,0.721,0.336,0.0,0.134,-8.927,0.0893,89.914,4
4jVVO2Fqredo9XdIOMBwGj,Anything,Anything,Bazzi,2024-08-02,139090,50,0.689,0.109,0.765,9.76e-06,0.617,-3.417,0.0997,87.979,4
6XuQzFKU3rJNNEEs6lyIuQ,Flash in the Pan,Flash in the Pan,Jane Remover,2024-07-31,223365,49,0.569,0.423,0.76,0.0,0.184,-6.396,0.0639,155.049,4
1zz3gyupVHNCZ3tZiboxyg,Sighommi,Aghori Mhori Mei,The Smashing Pumpkins,2024-08-02,174557,53,0.524,1.55e-06,0.921,0.0276,0.0522,-4.869,0.0384,101.981,4
5trkF0hjdvP2hjCd05sFpT,Too Easy,Too Easy,Brigitte Calls Me Baby,2024-07-30,207569,34,0.483,0.026,0.781,0.0,0.12,-5.693,0.0588,118.07,4
4GZPRyWoyXUuq7GuyfWvFR,HEART LIKE A HOMETOWN,HEART LIKE A HOMETOWN,Keith Urban,2024-08-02,166000,51,0.66,0.00404,0.639,1.07e-05,0.114,-5.938,0.0382,96.981,4
3Jek6guUoQ5qxuie0Y10rz,Sick Of The Blues,Sick Of The Blues,Porridge Radio,2024-07-30,203769,39,0.298,0.501,0.567,0.000191,0.108,-5.84,0.0437,165.654,4
2XekPGzt01OOtaRY9oAV1b,Live For You,Live For You,Thee Sacred Souls,2024-07-31,210320,51,0.669,0.166,0.795,0.000197,0.22,-8.487,0.0334,98.855,4
33Vhm96V7UkegsXlfhMgXq,NOBODY KNOWS,"Michael & The Mighty Midnight Revival, Songs For Sinners And Saints",Killer Mike,2024-08-02,185103,47,0.7,0.173,0.953,1.15e-05,0.196,-5.181,0.134,90.963,4
4HB7ECLzrbgapiZyLlFbxz,Never Walk Alone,Never Walk Alone,BLOND:ISH,2024-08-02,188360,47,0.853,0.052,0.594,0.134,0.0469,-6.823,0.0371,129.995,4
6tYgLXfFUhNDe6QHZmsJzX,Joker Lips,Joker Lips,MJ Lenderman,2024-07-29,181040,46,0.599,0.0258,0.637,0.166,0.154,-8.478,0.0241,89.001,4
